GWA_BTC,2014-05-18,450.48083141,451.54742837,444.49063367,446.41517202,8268.9234383,447.68465941,447.72021278
GWA_BTC,2014-05-19,446.51975279,449.80819748,442.28385282,446.86994008,15192.93740519,445.64571172,445.60140156
GWA_BTC,2014-05-20,447.23130892,491.62677832,445.69947649,486.62423088,84195.45946183,471.76888681,464.18355113
GWA_BTC,2014-05-21,486.25148189,502.51380181,485.54767025,488.90885792,30755.56969482,491.26535191,491.19832573
GWA_BTC,2014-05-22,489.06484450000005,525.83836886,487.36842415,524.29238002,64146.26424264,510.88266479,507.41760243
GWA_BTC,2014-05-23,525.10916221,544.60934367,520.82948514,521.79190939,71094.10178595,528.8808626,529.14559629
GWA_BTC,2014-05-24,521.29666443,528.98233174,513.75648606,526.71209681,22992.76021738,520.63463273,521.02441132
GWA_BTC,2014-05-25,526.60506506,579.18409988,525.86633866,573.05298929,83288.77498452,565.37291373,559.70502642
GWA_BTC,2014-05-26,572.71676612,588.7787146000001,565.56482799,583.67602109,63241.55991921,580.85950271,580.91577566
GWA_BTC,2014-05-27,583.85570672,589.81161287,555.2609335,571.60223634,77476.06254725,573.69333297,574.17417242
GWA_BTC,2014-05-28,571.50837896,584.54930066,562.71676123,576.47204656,41736.99526566,573.47209848,572.96388084
GWA_BTC,2014-05-29,576.10955958,577.65094831,560.74272457,570.14641887,39582.37508639,568.33513745,568.37070583
GWA_BTC,2014-05-30,569.93123989,621.30317103,567.80422358,618.34213882,84734.50434359,598.54904446,592.97693953
GWA_BTC,2014-05-31,617.53022564,630.02458639,607.48639724,630.02458639,41119.53275874,618.25434402,618.90240675
GWA_BTC,2014-06-01,628.99521156,673.94425896,621.49398797,631.30188243,102628.09231352,646.77294343,646.24804146
GWA_BTC,2014-06-02,631.19085073,666.73133081,620.06181292,660.08000071,76465.35168919999,635.02533861,635.81090672
GWA_BTC,2014-06-03,659.12269951,673.49186285,652.60324247,667.9679221,73290.75539935,662.82639376,662.78306833
GWA_BTC,2014-06-04,667.08987746,667.14547644,625.73053533,642.63223758,86164.72948298,641.23564619,641.67322682
GWA_BTC,2014-06-05,642.34781573,665.89419215,641.29992358,658.50004434,54991.549341699996,651.87959405,652.1516069
GWA_BTC,2014-06-06,658.57522894,672.43944524,651.68518977,652.71542601,38322.46337345,657.55235425,657.39876206
GWA_BTC,2014-06-07,652.52364185,660.39425012,645.60208983,657.35472067,32232.43227216,653.85861605,653.94698221
GWA_BTC,2014-06-08,657.48469678,673.39410225,652.57430517,655.92912645,20311.42449187,657.04282091,657.06495558
GWA_BTC,2014-06-09,655.84499896,658.87069324,644.86839097,648.61956571,41359.06891694,649.97921466,650.47636141
GWA_BTC,2014-06-10,647.95191014,664.14651388,644.76821538,652.99584102,36363.94058059,652.84330073,652.85667294
GWA_BTC,2014-06-11,653.02901271,656.32862276,635.08953995,635.92437523,50562.04965894,646.66039126,646.95977638
GWA_BTC,2014-06-12,635.19855246,641.30215955,576.6170652000001,591.38215629,96602.25875188,625.30717677,628.22672461
GWA_BTC,2014-06-13,589.89628524,618.86735751,587.35323556,609.20394269,138332.45023329,605.63492565,604.56415519
GWA_BTC,2014-06-14,609.48797765,610.3094514,563.49312375,586.03040677,144652.35301086,588.75297638,589.41514906
GWA_BTC,2014-06-15,583.96257077,592.58222759,562.52284197,592.58222759,113799.04346028,573.64486642,573.68405734
GWA_BTC,2014-06-16,592.86711893,608.86710337,589.89010648,598.04944824,128716.94764127,599.9662165,599.74235372
GWA_BTC,2014-06-17,597.58189113,613.91200858,596.06897904,609.67353518,80713.02772038,601.63996337,602.12488825
GWA_BTC,2014-06-18,609.37095585,617.22267368,606.00992996,609.50385023,85920.41671612,611.43448864,611.44545851
GWA_BTC,2014-06-19,609.44710495,614.46008334,602.51182768,603.37688614,75182.19539164,609.40564188,609.44733495
GWA_BTC,2014-06-20,602.58742725,605.91365454,571.31532333,597.94837503,84687.05366068,596.95007704,597.07122024
GWA_BTC,2014-06-21,594.80848067,601.10508244,588.38464047,600.51755936,57048.37642536,595.69107195,596.04876785
GWA_BTC,2014-06-22,600.1380264999999,609.50450404,597.15456226,606.08223199,69964.83534156,605.90768496,605.824473
GWA_BTC,2014-06-23,606.39536242,607.17286282,587.70854092,594.06917621,80886.94710767,596.00727832,596.31404873
GWA_BTC,2014-06-24,594.19601551,601.00330855,588.15034921,588.45439844,69992.66991083,594.50636475,594.64757306
GWA_BTC,2014-06-25,590.08481258,590.08481258,568.88279885,570.61068348,101202.82400388,576.89205927,577.6572348
GWA_BTC,2014-06-26,570.04663626,584.50799752,568.39355761,582.79464601,75147.61379292,575.85021745,575.96176983
GWA_BTC,2014-06-27,583.91127333,605.90841892,582.96312519,605.90841892,91354.24079226,590.67018405,590.46368059
GWA_BTC,2014-06-28,606.0737624,610.18115989,598.37215598,598.98630693,82651.46981656,603.82046426,603.84010871
GWA_BTC,2014-06-29,599.01992321,606.38690145,597.86768521,603.70967706,58238.65660252,601.76804653,601.57595349
GWA_BTC,2014-06-30,603.55907083,642.79417783,601.29082333,640.81549591,178702.61977219,625.84098854,621.69219438
GWA_BTC,2014-07-01,641.05248035,657.76813042,640.68051193,642.12210031,150917.10571315,650.25276992,650.42482127
GWA_BTC,2014-07-02,641.949834,655.96544825,637.06386986,650.48877123,118529.23589733,646.20710582,646.47432835
GWA_BTC,2014-07-03,650.37844464,650.47179085,639.91997775,643.38263944,101039.48398858,644.53251222,644.41540397
GWA_BTC,2014-07-04,643.52104989,646.40884699,629.34245269,630.41153011,94223.3743767,637.8209138999999,637.98943483
GWA_BTC,2014-07-05,629.3683001,632.0667879,625.44949704,629.29921536,59306.96933184,629.18536631,629.19607036
GWA_BTC,2014-07-06,629.69928035,635.28430884,628.0664582,631.93086007,60844.62732781,631.29698038,631.30322578
GWA_BTC,2014-07-07,631.70103981,632.95992869,614.82322319,618.91789796,133006.80047345,623.15627018,625.29743025
GWA_BTC,2014-07-08,618.31723912,624.30854131,616.80700695,620.78343662,93302.26847109,620.91238159,621.01085135
GWA_BTC,2014-07-09,620.74211379,624.73418787,618.5740053999999,620.6295932999999,84489.29673348,620.97817017,620.98434909
GWA_BTC,2014-07-10,620.89110799,621.7985854,609.58765477,613.69272041,106022.60769399,615.64643597,615.88014372
GWA_BTC,2014-07-11,613.72574585,627.86579298,612.1736495,627.55620686,109951.00706328,619.92872729,619.93983103
GWA_BTC,2014-07-12,627.19624053,633.54986094,621.83120623,631.71797635,149266.81632653,627.18515312,627.20444711
GWA_BTC,2014-07-13,631.9762357000001,632.07848424,622.44529803,623.0436607,110138.59453389,625.45027077,625.36030218
GWA_BTC,2014-07-14,623.27773716,623.37650696,613.7770957,613.93313579,108344.57166994,618.02524864,618.04979532
GWA_BTC,2014-07-15,614.03587882,620.26078218,613.87013188,616.97874673,92364.80476371,617.2177078,617.24974128
GWA_BTC,2014-07-16,616.67067134,618.78129933,611.2078429,611.94305459,93891.50070578,614.30220637,614.33330567
GWA_BTC,2014-07-17,612.26706606,625.39705261,611.28170976,621.36844992,113901.7298522,617.11004615,616.601089
GWA_BTC,2014-07-18,621.23495387,626.4013276000001,616.96273917,626.4013276000001,113665.11136007,621.73276075,621.74029149
GWA_BTC,2014-07-19,626.98574894,627.73257314,622.01718276,624.43978371,88320.9685031,625.02243155,624.99149808
GWA_BTC,2014-07-20,624.41007157,624.41007157,617.72822957,617.83869309,68082.74534962,619.6686272000001,619.54253045
GWA_BTC,2014-07-21,617.97064891,620.33814992,616.14884729,619.24250223,80707.8283764,618.42007405,618.38645448
GWA_BTC,2014-07-22,619.08683491,622.28205662,618.85945422,619.8505052999999,74740.68415738,620.13111503,620.12127814
GWA_BTC,2014-07-23,619.78886539,621.53540514,618.58942769,619.9770711,54404.18185831,619.95528587,620.00561376
GWA_BTC,2014-07-24,619.964666,620.47254261,597.30315878,600.5916637,150710.27476474,606.34619055,609.72906881
GWA_BTC,2014-07-25,600.73345697,606.85493512,597.28104613,600.31286759,111370.49612680002,601.36965097,601.27509795
GWA_BTC,2014-07-26,600.32954218,601.97463077,592.5054200000001,595.2659487000001,91905.75295909,595.65356463,595.58196165
GWA_BTC,2014-07-27,595.01143166,598.2665612000001,592.96898854,593.85025512,84721.00158642,595.52546464,595.53315955
GWA_BTC,2014-07-28,593.60288264,595.13964416,576.49253213,585.60805707,152867.19729136,583.86693856,584.09718076
GWA_BTC,2014-07-29,585.32892635,587.52287869,579.85372772,584.63765969,120094.56468282,583.88592973,583.86434032
GWA_BTC,2014-07-30,584.76251173,584.76251173,563.08860498,565.57342591,130761.90549436,576.56550464,576.69774378
GWA_BTC,2014-07-31,565.28494566,588.97765515,563.00478957,583.98430471,225250.02793111,577.986359,576.49477466
GWA_BTC,2014-08-01,583.19343642,599.23309039,583.19343642,595.46059869,196450.76097233,591.68371822,591.81127674
GWA_BTC,2014-08-02,595.90456415,595.90456415,584.41945202,587.75811088,141403.01324071,590.18200702,589.90773709
GWA_BTC,2014-08-03,587.5627092,588.20814161,577.55754702,585.93423613,118418.67542117,583.83547872,583.96511448
GWA_BTC,2014-08-04,585.81114523,590.57341857,583.9093462000001,588.62707295,101334.66282896,586.67901463,586.72537775
GWA_BTC,2014-08-05,588.74134779,588.81879176,581.86494822,585.36077226,118024.46798787,585.86758827,585.88995019
GWA_BTC,2014-08-06,585.64532875,588.29609682,584.30847081,586.43050101,102168.62702983,586.11315261,586.07925883
GWA_BTC,2014-08-07,586.52732197,591.12092334,584.93003783,589.80031142,90050.73936239,587.2342887,587.28047171
GWA_BTC,2014-08-08,589.75298545,602.43733444,589.74544179,593.75449055,125612.51885531,594.80832602,594.85064881
GWA_BTC,2014-08-09,593.78197835,593.78197835,586.53426668,588.51606507,72528.2804637,588.66901445,588.58595128
GWA_BTC,2014-08-10,588.47227456,594.09231239,586.73097173,590.91206797,100361.27437685,590.0035974,589.75658017
GWA_BTC,2014-08-11,591.21904352,591.70688346,571.63136343,575.05803832,126676.79769872,585.10235368,585.50711296
GWA_BTC,2014-08-12,574.60980369,576.04721968,560.94614555,566.13473647,167427.96926495,566.32760623,566.57703366
GWA_BTC,2014-08-13,566.78462078,571.58765473,525.45770633,543.24610824,249313.0446113,546.88990178,548.40278231
GWA_BTC,2014-08-14,543.71882876,543.86886286,496.69690685,504.60438496,352398.93059349,516.21992281,517.4885678
GWA_BTC,2014-08-15,504.25850067,515.31755164,486.23009383,494.96008956,269313.92322784,504.47221963,503.61449941
GWA_BTC,2014-08-16,494.49230658,522.29041927,484.20466026,521.47741944,255093.39758076,498.19631511,498.43644857
GWA_BTC,2014-08-17,519.93446247,520.63153998,479.75495469,487.94001048,257569.15512555,499.75044095,499.82731496
GWA_BTC,2014-08-18,487.71408427,493.3209629,449.54083789,461.32411638,385035.35411853,467.10030159,468.92792423
GWA_BTC,2014-08-19,461.22086753,483.90552268,455.42501451,482.03791876,329855.25760546,471.45515784,471.77439415
GWA_BTC,2014-08-20,485.39803623,517.43505143,466.93491828,512.58256428,375163.17171404,490.18573236,489.71561322
GWA_BTC,2014-08-21,511.65112438,533.6035163,509.57491879,515.70919644,359921.95410569,518.99977475,519.02602399
GWA_BTC,2014-08-22,515.89664497,520.24296116,498.29807692,512.68429319,244909.51494841,509.33393319,509.57157861
GWA_BTC,2014-08-23,510.65939056,512.50625372,491.75760374,496.90057028,201575.85593913,501.4358981000001,501.15893226
GWA_BTC,2014-08-24,497.67959825,510.94205872,495.65694002,506.87461918,171104.27629614,502.93485837,503.08370563
GWA_BTC,2014-08-25,507.65165588,507.9239036,498.04773464,500.17877599,135438.06577071,501.54455578,501.4766513999999
GWA_BTC,2014-08-26,500.23497121,511.22662589,499.99742513,509.83028432,167009.73690486,506.45633184,506.24575907
GWA_BTC,2014-08-27,509.82688444,520.55480116,509.82688444,510.80391107,174792.69160006,513.90175448,513.80783281
GWA_BTC,2014-08-28,510.83854929,516.11586786,505.61595762,507.48916388,139098.12435333,510.67690379,510.41419757
GWA_BTC,2014-08-29,507.44129056,510.21491569999995,502.49096627,508.10084325,123015.40593571,506.80668772,506.8102737
GWA_BTC,2014-08-30,508.03417389,509.29838507,501.29988247,502.67857135,92144.27545492,503.76931103,503.68259224
GWA_BTC,2014-08-31,502.72680293,503.21366932,475.79125282,477.51650257,195950.98980899,487.13004204,489.82500824
GWA_BTC,2014-09-01,477.58108178,482.48642286,471.29310387,473.72164447,158783.95170356,477.71782585,477.80805389
GWA_BTC,2014-09-02,472.76324098,480.83325798,469.68124678,474.74913478,170074.39664938,476.44710360000005,476.4373384
GWA_BTC,2014-09-03,475.1045007,479.99519928,474.55958418,475.1106585,120043.59462496,476.18761703,476.18143733
GWA_BTC,2014-09-04,475.11890476,493.29813453,474.52104518,489.62751381,170169.20536128,482.94924333,482.00737764
GWA_BTC,2014-09-05,488.95211494,490.23702789,480.83538405,480.97584602,133141.42202046,486.08707464,485.84562457
GWA_BTC,2014-09-06,481.37857301,485.59394402,480.43364178,482.93261072,93835.33921044,482.43424604,482.51946878
GWA_BTC,2014-09-07,483.07963019,486.22573326,481.84162115,482.48589014,84918.82995621,484.0486808,484.04284347
GWA_BTC,2014-09-08,482.33857882,482.33857882,468.77492286,474.71583347,164945.39665224,474.84969431,475.01836315
GWA_BTC,2014-09-09,474.70604862,475.45847265,467.36120589,473.45229175,145508.68115262,471.02407778,471.078973
GWA_BTC,2014-09-10,473.69936392,484.57559453,472.5790487,478.33934265,150917.96802496,479.59129743,479.50658641
GWA_BTC,2014-09-11,478.24560504,481.06825465,474.77091039,477.93770966,119378.13656183,477.86633756,477.79356707
GWA_BTC,2014-09-12,478.05966280000007,478.05966280000007,472.11948774,476.53511727,122293.26041171,475.472038,475.47929036
GWA_BTC,2014-09-13,476.46528188,480.12415638,474.52785774,478.16151688,102962.50330721,477.33153395,477.39747888
GWA_BTC,2014-09-14,478.15596778,478.62746217,474.73277750000005,476.88662907,99992.69736267,476.92084485,476.91376061
GWA_BTC,2014-09-15,476.65504136,476.8960125,473.17401916,474.80065291,91683.84329044,475.57644508,475.56421905
GWA_BTC,2014-09-16,474.62524157,474.62524157,463.48668204,465.38113429,124061.02590867,470.32652682,470.47889151
GWA_BTC,2014-09-17,465.44461447,467.26226267,454.76320013,458.13473716,145418.55765407,461.19676739999994,461.49064574
GWA_BTC,2014-09-18,458.37013027,458.46231574,411.38450422,423.67563205,310629.15996928,437.39309033,441.12289241
GWA_BTC,2014-09-19,423.18512038,426.89357945,384.82613727,393.98585722,395289.36172559,404.13009693,405.63821299
GWA_BTC,2014-09-20,394.19878923,424.66355842,387.60324775,409.44858308,400109.67039616,410.36980462,410.34962505
GWA_BTC,2014-09-21,409.05681568,412.12620562,394.14295536,399.94206943,315268.43165667,401.92658128,401.73775645
GWA_BTC,2014-09-22,399.18697797,407.32657149,397.63658848,402.75570379,242958.23559372,402.75906084,402.76589191
GWA_BTC,2014-09-23,402.48751105,440.8930802,394.71252431,437.15864255,376350.81668838,410.38216537,407.92373522
GWA_BTC,2014-09-24,435.67707324,436.25487067,421.64102829,423.19653248,303306.94654695,428.10001600000004,428.06687624
GWA_BTC,2014-09-25,423.34445406,424.5225548,409.23020702,411.24191875,253077.65558766,413.41644051,413.33326049
GWA_BTC,2014-09-26,411.24399164,414.86015211,399.6808794,403.2232551,226417.18868424,406.28797789,406.11244917
GWA_BTC,2014-09-27,403.35735064,405.79720701,395.38068099,398.35481609,151615.84871136,402.2679035,401.93808138
GWA_BTC,2014-09-28,398.74413206,399.92593315,373.8138651,377.33304314,237745.65768981,389.50668254,390.73423214
GWA_BTC,2014-09-29,377.47237732,386.15466022,372.32191298,376.62610934,311057.09339019,379.41270661,379.34658601
GWA_BTC,2014-09-30,376.25980486,393.30014776,374.30458141,388.31614921,298304.15965059,381.26636914,381.2752141
GWA_BTC,2014-10-01,388.28299889,393.58713136,381.38018113,383.47846348,242202.31166293,386.16822825,386.09627201
GWA_BTC,2014-10-02,383.68556038,384.91379684,374.06447049,375.46174022,188231.72658820002,380.12594014,379.85634672
GWA_BTC,2014-10-03,375.3644443,377.83442017,361.90487708,362.98052784,240867.53923002,371.56396182,371.90257184
GWA_BTC,2014-10-04,363.51263082,366.56873898,328.95726723,331.02897402,465256.73979135,346.51446291,349.33676699
GWA_BTC,2014-10-05,331.28565903,342.21095304,295.61139657,321.50331600000004,723295.41714444,317.980991,319.50512059
GWA_BTC,2014-10-06,321.32307429,345.60172529,303.68991592,332.5743091,760975.4117763999,327.66448426,327.25892406
GWA_BTC,2014-10-07,332.11543245,344.13423935,323.84962342,338.30932763,509531.71498981,332.47359868,332.1727942
GWA_BTC,2014-10-08,337.08817973,354.39831981,326.88766289999995,353.15305041,560007.41085174,338.63058187,338.40333408
GWA_BTC,2014-10-09,353.31526179,380.8203603,348.17019281,365.32828957,769036.09030728,363.53220123,362.89603881
GWA_BTC,2014-10-10,365.53320242,376.68404529,354.9136917,361.97259306,560093.21823079,364.52465251,364.23100884
GWA_BTC,2014-10-11,362.83857863,369.09400209,351.97024697,361.50361427,447325.2719217999,360.20423179,359.95270134
GWA_BTC,2014-10-12,361.39994364,375.17866456,353.50223244,375.17866456,361861.00653238,360.84203056,360.88236117
GWA_BTC,2014-10-13,374.70792942,392.52032804,367.36922217,387.67714343,569224.02935399,377.50162325,376.76012528
GWA_BTC,2014-10-14,387.8508624,407.6344541,387.8508624,397.82348834,664224.60433287,399.24106016,399.00141116
GWA_BTC,2014-10-15,398.00719549,398.26812084,390.00954009,394.00608182,471605.8415333,393.57877025,393.49761814
GWA_BTC,2014-10-16,394.0446582,398.71744482,373.91704255,380.86250335,481787.62511157,387.17342142,387.18023416
GWA_BTC,2014-10-17,381.21156899,384.65888579,374.55137217,381.65607907,395435.02852766,380.27897586,380.28766495
GWA_BTC,2014-10-18,381.37951839,395.72816872,376.38067391,390.66969658,437848.0874183,384.68727994,384.56493041
GWA_BTC,2014-10-19,390.23278868,393.33548244,385.16812607,386.95175503,336695.17654103,389.4557091,389.39641738
GWA_BTC,2014-10-20,386.21301422,386.85515379,379.57157462,381.27529659,353256.14005978,382.67288699,382.70590348
GWA_BTC,2014-10-21,381.32867292,389.70969292,379.29356694,382.94387917,341133.87955009,384.17741449,384.18877514
GWA_BTC,2014-10-22,382.99642182,384.89832279,379.28980795,381.05364249,263366.63198713,382.1899418,382.13990815
GWA_BTC,2014-10-23,381.10720901,382.12820036,356.16719042,357.33416545,471395.65538829,365.76773629999997,367.1214223
GWA_BTC,2014-10-24,357.72493499,361.70703514,352.90879075,356.70382547,398673.69902207,357.52947654,357.58939416
GWA_BTC,2014-10-25,356.61025976,357.79027324,343.09679361,346.7735495,473388.23913629,349.75709211,349.96928571
GWA_BTC,2014-10-26,346.70981524,357.17413960000005,345.56761779,350.84781765,357366.64014352,350.97431524,351.10073489
GWA_BTC,2014-10-27,350.85835586,356.16575159,346.55788819,350.85014984,407649.75250323,352.26896866,352.23245335
GWA_BTC,2014-10-28,350.89294057,355.61087055,349.51148747,351.85090418,351537.21442623,352.38175835,352.38785273
GWA_BTC,2014-10-29,351.84458639999997,352.28443908,334.3008729,334.95171662,434121.67438187,344.41597389,344.77763341
GWA_BTC,2014-10-30,335.1210192,349.16585303,333.73428857,342.84187266,483552.2838484,337.96766328,337.78212851
GWA_BTC,2014-10-31,343.00628389,347.37816488,336.88244065,338.58752523,389715.96128318,340.83187273,340.79799999
GWA_BTC,2014-11-01,338.39771939,338.58035862,320.66050034,324.73871057,417804.28734405,328.57895475,328.74241428
GWA_BTC,2014-11-02,324.87510221,328.68387473,320.29380179,322.26996033,311972.93248812,323.79346885,323.70778601
GWA_BTC,2014-11-03,322.39669369,331.982048,322.00624681,323.46550214,418492.25263116,326.19623486,326.25303298
GWA_BTC,2014-11-04,323.38187717,327.76449198,320.78603118,326.25993704,546627.74010808,324.23268875,324.07129576
GWA_BTC,2014-11-05,326.32213456,340.82536857,326.32213456,338.02052593,562556.30797475,334.19272454,334.26416402
GWA_BTC,2014-11-06,337.88618363,350.21083034,335.94860207,347.86514563,530257.11404593,341.23819878,341.18563257
GWA_BTC,2014-11-07,347.78781342,350.75907587,340.36121948,340.85581023,596242.94246717,344.22245267,344.28222165
GWA_BTC,2014-11-08,341.07093388,346.2150483,340.20064315,343.11208951,348832.91952581,342.5335709,342.42124036
GWA_BTC,2014-11-09,343.11845145,361.42938191,341.59683717,361.22484422,471966.32035021,350.51457291,349.53689364
GWA_BTC,2014-11-10,361.1975609,372.90237278,356.26849362,364.49422232,691575.6640374,364.58542196,364.12506483
GWA_BTC,2014-11-11,365.42521869,370.19804515,362.28317697,366.26715914,462939.34753485,366.32398912,366.14342032
GWA_BTC,2014-11-12,366.34098071,439.10938351,365.96620038,432.44166301,1393801.80615605,403.5701561,395.97857831
GWA_BTC,2014-11-13,434.26921712,478.351188,394.50429036,421.38151627,1909834.01762292,437.18371091,438.19693321
GWA_BTC,2014-11-14,429.25715446,429.25715446,383.16124383,396.67441846,1445893.60880044,396.55306623,396.45690972
GWA_BTC,2014-11-15,397.02845074,406.54771909,368.83727976,375.61974348,723362.34856385,388.27032127,386.16490978
GWA_BTC,2014-11-16,375.21374967,390.22177943,372.04183239,386.10924202,638243.44865439,381.784172,381.74630469
GWA_BTC,2014-11-17,385.30170029,409.60312656,378.96520939999994,385.88426583,946484.07566695,395.4406715,395.91421111
GWA_BTC,2014-11-18,386.11656818,392.03841045,373.14284405,375.42624609,730029.4962213,382.30438935,382.1293436
GWA_BTC,2014-11-19,376.23264308,388.21197303,375.90212445,381.53556615,558272.69893678,380.00188053,379.92547228
GWA_BTC,2014-11-20,381.58178447,382.29676042,357.18001551,357.82602981,625694.14871345,366.57990317,366.99992023
GWA_BTC,2014-11-21,357.89213809,357.96373149,343.68006331,351.18197135,649432.25772377,350.99097907,351.03795095
GWA_BTC,2014-11-22,351.14029253,362.58638581,350.28160976,351.56787377,494749.81074936,355.59132644,355.65323164
GWA_BTC,2014-11-23,351.56279147,369.28765733,351.02390519999994,366.21240277,467981.59617637,357.85826345,357.95407822
GWA_BTC,2014-11-24,366.15430246,390.82902781,364.68843645,378.3541877,776288.32820161,375.85950677,374.64232031
GWA_BTC,2014-11-25,378.34584548,398.03749750000003,374.14076605,375.74044661,839489.62120144,383.80189681,383.81179398
GWA_BTC,2014-11-26,375.58802294,379.13702328,366.72780814,367.96123757,631512.5766688001,372.33802043,372.16471555
GWA_BTC,2014-11-27,368.91447799,375.32300931,367.4832336,369.58598908,474618.79612671,371.13448276,371.04924321
GWA_BTC,2014-11-28,369.81659196,382.60112696,358.6526773,377.32768194,650724.21872833,370.12906871,369.47586919
GWA_BTC,2014-11-29,377.30844273,388.30830469999995,372.59415967,376.37125475,731086.88150472,378.60579920000004,378.56350807
GWA_BTC,2014-11-30,375.89007386,381.70368425,373.58447157,377.90652237,452358.79564492,377.08416281,377.02468781
GWA_BTC,2014-12-01,377.29447109,384.33703753,376.27283938,380.78864859,460274.12743111,379.76912446,379.71940364
GWA_BTC,2014-12-02,380.91049176,386.07006263,379.13188903,384.44791741,437701.41017407,382.89403604,382.93612377
GWA_BTC,2014-12-03,384.51095988,386.16394288,374.80058461,376.90395664,460425.41851585,379.83448308,379.9216239
GWA_BTC,2014-12-04,377.42879994,380.2412803,370.12303807,372.40927888,437008.85375762,375.59246068,375.59176554
GWA_BTC,2014-12-05,372.53934024,379.77368866,368.38674145,377.48186988,450743.34529246,374.70921157,374.73559861
GWA_BTC,2014-12-06,377.85294627,380.47007905,372.07235989,376.16978815,390485.34776874,375.54692004,375.59850862
GWA_BTC,2014-12-07,376.05397616,377.02668235,373.96847076,375.60021729,272859.59212431,375.89478839,375.92113251
GWA_BTC,2014-12-08,375.39218575,376.63548643,361.5799955,361.5799955,495355.46048505,368.92138659,369.61102024
GWA_BTC,2014-12-09,361.50727368,363.1389415,342.45355742,351.27284789,685317.86363684,352.3301059,352.6095975
GWA_BTC,2014-12-10,351.45868347,353.00608523,347.06869743,347.72943516,393351.96379013,349.73547142,349.59670291
GWA_BTC,2014-12-11,347.01865035,364.20532054,338.47495838,348.86466152,786134.61037557,352.89788201,352.48174693
GWA_BTC,2014-12-12,349.14662407,355.40319641,346.14824722,352.8578452,400502.43791494,351.28007872,351.53506611
GWA_BTC,2014-12-13,352.99853914,352.99853914,345.65994003,348.15898904,351817.45777882,348.52702115,348.50903667
GWA_BTC,2014-12-14,347.95411198,353.73946641,345.8195242,352.67812096,311362.28381077,349.31482308,349.37944995
GWA_BTC,2014-12-15,352.31780843,352.40212481,346.29713121,346.31535481,288266.34352047,349.35525972,349.35113359
GWA_BTC,2014-12-16,346.52577659,347.21656018,331.25060869,331.25060869,554788.02076118,336.65381534,337.42069656
GWA_BTC,2014-12-17,329.89730112,336.04740967,316.44364565,319.9467548,640192.77812571,324.51866005,324.78670931
GWA_BTC,2014-12-18,320.13540278,324.46560353,304.46435473,311.40693771,735014.61196912,312.42726493,312.65393937
GWA_BTC,2014-12-19,311.36593812,317.66140767,306.31783046,316.53877142,481786.05767928,312.13601306,312.47986115
GWA_BTC,2014-12-20,316.34547793,329.60979171,314.66342268,328.18381774,535633.68163315,324.26199319,324.10085157
GWA_BTC,2014-12-21,328.50044871,328.50044871,320.28139561,321.40199454,398737.3224924,324.29327589,324.22628376
GWA_BTC,2014-12-22,321.89153918,335.83531831,321.48241381,333.49612774,450746.93111282,330.41186335,330.17381337
GWA_BTC,2014-12-23,333.52368643,338.74930243,330.90961157,336.70859818,485346.42224841,334.40444341,334.37333776
GWA_BTC,2014-12-24,336.59611363,336.72729344,324.95261709,325.85051311,328028.10012438,332.4598082,332.0557439
GWA_BTC,2014-12-25,325.55773239,325.8860639,318.38875111,319.51753169,345812.52124601,321.17962314,321.25352326
GWA_BTC,2014-12-26,319.59856883,333.93597107,316.82790318,328.60899094,409900.11321799,324.08377923,323.88411678
GWA_BTC,2014-12-27,328.20898756,329.86591084,312.98807066,315.21217302,579742.34136413,318.74719242,319.12008910000003
GWA_BTC,2014-12-28,315.37289417,318.53782894,311.07068249,317.73108634,318943.24887275,315.6614381,315.57670662
GWA_BTC,2014-12-29,317.49110659,320.5947537,312.41467528,312.80479256,431952.11560084,314.92947858,315.08770422
GWA_BTC,2014-12-30,312.66790465,314.69177260000004,309.0470385,310.47466398,343720.88725505,312.28820108,312.20726771
GWA_BTC,2014-12-31,310.75379931,318.26688038,309.30812531,318.26688038,339653.01192563,312.73906673,312.75652136
GWA_BTC,2015-01-01,318.72466814,318.77015191,313.12207454,313.32633617,253845.17419055,315.14786343,315.10364211
GWA_BTC,2015-01-02,313.29850857,314.92532287,312.75358743,314.02286657,223533.43131237,313.93452578,313.94083076
GWA_BTC,2015-01-03,314.03674685,314.05454683,283.23454997,283.23454997,550269.19535581,301.56025249,303.28447122
GWA_BTC,2015-01-04,280.64859364,284.22613029,256.43601381,262.20456223,946120.85223954,271.34706254,272.53554035
GWA_BTC,2015-01-05,262.11195574,276.912533,262.11195574,272.16100285,706159.69952294,270.41928303,270.3693317
GWA_BTC,2015-01-06,271.67788207,283.79661522,271.0746519,282.98143711,489564.36934423,274.78240651,275.02610062
GWA_BTC,2015-01-07,282.78099477,291.93283881,280.29885845,289.88051231,537222.01625722,284.60494132,284.52493568
GWA_BTC,2015-01-08,289.91463389,289.91463389,279.55716060000003,280.33767171,448498.48648848,285.02758734,284.92194183
GWA_BTC,2015-01-09,280.25485146,286.61757918,278.11098318,285.48851358,423104.36653087,281.69366965,281.76123522
GWA_BTC,2015-01-10,285.61343788,286.24587488,270.90397484,271.60659580000004,465651.44246396,276.42751335,276.75940217
GWA_BTC,2015-01-11,271.49087846,276.13706934,262.14773374,266.01302652,400203.50953636,270.65180424,270.52848287
GWA_BTC,2015-01-12,264.82950988,272.03014486,264.68605366,268.49285376,433326.98143785,268.87064412,268.82110774
